1.001037319903241407e+00 1.001037605511269302e+00
1.003870433027569842e+00 1.003869741785305303e+00
1.005942573839547105e+00 1.005943376984834492e+00
1.008768861746207612e+00 1.008767553040907927e+00
1.010833511594965151e+00 1.010834830345783697e+00
1.013646165508837127e+00 1.013644242500710391e+00
1.015698350472047595e+00 1.015700181658403034e+00
1.018490594463492993e+00 1.018488061786613663e+00
1.020525370647829888e+00 1.020527709855297394e+00
1.023290477956501521e+00 1.023287341708555509e+00
1.025302943407911282e+00 1.025305784997813552e+00
1.028034252648108104e+00 1.028030520385353475e+00
1.030019559161046816e+00 1.030022896292777324e+00
1.032710490369574519e+00 1.032706171092086844e+00
1.034663855166760627e+00 1.034667679814398777e+00
1.037307925654640250e+00 1.037303029770316076e+00
1.039224642909182705e+00 1.039228945849331565e+00
1.041815482879015597e+00 1.041810022125068569e+00
1.043690935051163615e+00 1.043695705800779416e+00
1.046222302942531712e+00 1.046216290325425513e+00
1.048051971903732227e+00 1.048057198767329945e+00
1.050517769429663462e+00 1.050511219489745462e+00
1.052297247347129039e+00 1.052302918065990189e+00
1.054691534185405288e+00 1.054684463858843513e+00
1.056416534140968810e+00 1.056422637196366976e+00
1.058733542244882031e+00 1.058725971009137012e+00
1.060399908562558391e+00 1.060406432261052245e+00
1.062634056056639853e+00 1.062626000806036641e+00
1.064237774314013452e+00 1.064244697048426946e+00
1.066383678941261959e+00 1.066375140908854657e+00
1.067920885640581519e+00 1.067928158645011560e+00
1.069973377728791197e+00 1.069964340255059820e+00
1.071440369604474530e+00 1.071447930019967743e+00
1.073394504520427395e+00 1.073384997991635448e+00
1.074787747460552945e+00 1.074795639063471198e+00
1.076638817522074909e+00 1.076629085606213287e+00
1.077954955082365940e+00 1.077963547655167220e+00
1.079698500899543889e+00 1.079689080181766236e+00
1.080934362389337933e+00 1.080944297584393254e+00
1.082566183607581722e+00 1.082557318913180744e+00
1.083718791728300879e+00 1.083729864880249361e+00
1.085234957147365176e+00 1.085224840035588612e+00
1.086301535165090426e+00 1.086310271545211092e+00
1.087698392209680343e+00 1.087681371425918586e+00
1.088676370644545699e+00 1.088674802307488809e+00
1.089950554163690466e+00 1.089919828382130529e+00
1.090837576979985180e+00 1.090819636895559608e+00
1.091986017353982152e+00 1.091946858116721097e+00
1.092779947636048021e+00 1.092761098337936776e+00
1.093799878171444639e+00 1.093791990609070952e+00
1.094498803271692022e+00 1.094540905413868392e+00
1.095387766866492862e+00 1.095495302956489114e+00
1.095990003013137093e+00 1.096197856585801489e+00
