1.056624327025935776e-03 5.000000000000000000e+00 4.999999999999378275e+00
3.943375672974064328e-03 5.000000000000000000e+00 4.999999999999378275e+00
6.056624327025935881e-03 5.000000000000000000e+00 4.999999999999378275e+00
8.943375672974063564e-03 5.000000000000000000e+00 4.999999999999378275e+00
1.105662432702593685e-02 5.000000000000000000e+00 4.999999999999378275e+00
1.394337567297406454e-02 5.000000000000000000e+00 4.999999999999378275e+00
1.605662432702593609e-02 5.000000000000000000e+00 4.999999999999378275e+00
1.894337567297406724e-02 5.000000000000000000e+00 4.999999999999378275e+00
2.105662432702593706e-02 5.000000000000000000e+00 4.999999999999378275e+00
2.394337567297406821e-02 5.000000000000000000e+00 4.999999999999378275e+00
2.605662432702593803e-02 5.000000000000000000e+00 4.999999999999378275e+00
2.894337567297406918e-02 5.000000000000000000e+00 4.999999999999378275e+00
3.105662432702593553e-02 5.000000000000000000e+00 4.999999999999378275e+00
3.394337567297406322e-02 5.000000000000000000e+00 4.999999999999378275e+00
3.605662432702593651e-02 5.000000000000000000e+00 4.999999999999378275e+00
3.894337567297406072e-02 5.000000000000000000e+00 4.999999999999378275e+00
4.105662432702593401e-02 5.000000000000000000e+00 4.999999999999378275e+00
4.394337567297405822e-02 5.000000000000000000e+00 4.999999999999378275e+00
4.605662432702593151e-02 5.000000000000000000e+00 4.999999999999378275e+00
4.894337567297405572e-02 5.000000000000000000e+00 4.999999999999378275e+00
5.105662432702592901e-02 5.000000000000000000e+00 4.999999999999378275e+00
5.394337567297405323e-02 5.000000000000000000e+00 4.999999999999378275e+00
5.605662432702592651e-02 5.000000000000000000e+00 4.999999999999378275e+00
5.894337567297405073e-02 5.000000000000000000e+00 4.999999999999378275e+00
6.105662432702592402e-02 5.000000000000000000e+00 4.999999999999378275e+00
6.394337567297404823e-02 5.000000000000000000e+00 4.999999999999378275e+00
6.605662432702592846e-02 5.000000000000000000e+00 4.999999999999378275e+00
6.894337567297405267e-02 5.000000000000000000e+00 4.999999999999378275e+00
7.105662432702593290e-02 5.000000000000000000e+00 4.999999999999378275e+00
7.394337567297405711e-02 5.000000000000000000e+00 4.999999999999378275e+00
7.605662432702593734e-02 5.000000000000000000e+00 4.999999999999378275e+00
7.894337567297406155e-02 5.000000000000000000e+00 4.999999999999378275e+00
8.105662432702594178e-02 5.000000000000000000e+00 4.999999999999378275e+00
8.394337567297406599e-02 5.000000000000000000e+00 4.999999999999378275e+00
8.605662432702594622e-02 5.000000000000000000e+00 4.999999999999378275e+00
8.894337567297407043e-02 5.000000000000000000e+00 4.999999999999378275e+00
9.105662432702595066e-02 5.000000000000000000e+00 4.999999999999378275e+00
9.394337567297407487e-02 5.000000000000000000e+00 4.999999999999378275e+00
9.605662432702595510e-02 5.000000000000000000e+00 4.999999999999378275e+00
9.894337567297407932e-02 5.000000000000000000e+00 4.999999999999378275e+00
1.010566243270259595e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.039433756729740838e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.060566243270259640e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.089433756729740882e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.110566243270259684e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.139433756729740926e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.160566243270259729e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.189433756729740971e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.210566243270259773e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.239433756729741015e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.260566243270259679e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.289433756729740921e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.310566243270259723e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.339433756729740965e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.360566243270259768e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.389433756729741010e-01 5.000000000000000000e+00 4.999999999999378275e+00
1.410566243270259812e-01 5.000000000000000000e+00 4.999999986653615558e+00
1.439433756729741054e-01 5.000000000000000000e+00 4.999999979754873536e+00
1.460566243270259856e-01 5.000000000000000000e+00 4.999999964761085991e+00
1.489433756729741098e-01 5.000000000000000000e+00 4.999999964761085991e+00
1.510566243270259901e-01 5.000000000000000000e+00 4.999999971746924565e+00
1.539433756729741143e-01 5.000000000000000000e+00 4.999999971746924565e+00
1.560566243270259945e-01 5.000000000000000000e+00 4.999999970627086121e+00
