1.004148163464989585e+00 1.004161694829457163e+00
1.015423782458092505e+00 1.015370118084970130e+00
1.023560697792429197e+00 1.023597011242134869e+00
1.034403001071067196e+00 1.034302755031202059e+00
1.042067807716697381e+00 1.042125507746091584e+00
1.052060131646306074e+00 1.051917156338470161e+00
1.058958275382311021e+00 1.059035144611209400e+00
1.067716620558035512e+00 1.067536410442941897e+00
1.073583009589164305e+00 1.073676093976257295e+00
1.080770797717637954e+00 1.080560278169196087e+00
1.085379990003333184e+00 1.085485712368203570e+00
1.090720998417736620e+00 1.090488259584339925e+00
1.093895865283324165e+00 1.094010162774748274e+00
1.097184842025563878e+00 1.096938827929746285e+00
1.098803375117884729e+00 1.098921855346892684e+00
1.099913926656236107e+00 1.099664091481435735e+00
1.099913926656236107e+00 1.100032036494009269e+00
1.098803375117884729e+00 1.098559319889945485e+00
1.097184842025563878e+00 1.097298042577591559e+00
1.093895865283324165e+00 1.093666968908043380e+00
1.090720998417736620e+00 1.090824939450466324e+00
1.085379990003333184e+00 1.085175048840055112e+00
1.080770797717637954e+00 1.080861484835341502e+00
1.073583009589164305e+00 1.073409899411688073e+00
1.067716620558035512e+00 1.067790568705476062e+00
1.058958275382311021e+00 1.058823648717582389e+00
1.052060131646306074e+00 1.052114499037614559e+00
1.042067807716697381e+00 1.041976838191909005e+00
1.034403001071067196e+00 1.034435698397816683e+00
1.023560697792429197e+00 1.023516881315245541e+00
1.015423782458092505e+00 1.015433553180111970e+00
1.004148163464989585e+00 1.004153183877976474e+00
9.958518365350103041e-01 9.958383051690806731e-01
9.845762175419074946e-01 9.846298819139671643e-01
9.764393022075706918e-01 9.764029887574079414e-01
9.655969989289328037e-01 9.656972449690260918e-01
9.579321922833026193e-01 9.578744922546922336e-01
9.479398683536940373e-01 9.480828436622142918e-01
9.410417246176888684e-01 9.409648553893245060e-01
9.322833794419645992e-01 9.324635895571597999e-01
9.264169904108355835e-01 9.263239060236503342e-01
9.192292022823621567e-01 9.194397218307159836e-01
9.146200099966667052e-01 9.145142876319252156e-01
9.092790015822633798e-01 9.095117404159045460e-01
9.061041347166758353e-01 9.059898372256354193e-01
9.028151579744361221e-01 9.030611720703662915e-01
9.011966248821152714e-01 9.010781446530238270e-01
9.000860733437638928e-01 9.003359085182204291e-01
9.000860733437638928e-01 8.999679635056245797e-01
9.011966248821152714e-01 9.014406801097564204e-01
9.028151579744361221e-01 9.027019574222785447e-01
9.061041347166758353e-01 9.063330310918885635e-01
9.092790015822633798e-01 9.091750605495947379e-01
9.146200099966667052e-01 9.148249511600227146e-01
9.192292022823621567e-01 9.191385151648442386e-01
9.264169904108355835e-01 9.265901005885655017e-01
9.322833794419645992e-01 9.322094312949508188e-01
9.410417246176888684e-01 9.411763512829292022e-01
9.479398683536940373e-01 9.478855009630899886e-01
9.579321922833026193e-01 9.580231618086557654e-01
9.655969989289328037e-01 9.655643016026802528e-01
9.764393022075706918e-01 9.764831186846019140e-01
9.845762175419073836e-01 9.845762175419073836e-01
9.958518365350103041e-01 9.958518365350103041e-01
