1.002212711424584679e+00 1.002210215663834170e+00
1.009801714032956044e+00 1.009804825717500742e+00
1.017334060921199157e+00 1.017331537153281396e+00
1.021674450511224519e+00 1.021672086193245343e+00
1.029028467725446205e+00 1.029031427568238843e+00
1.036214695026834498e+00 1.036212266556022055e+00
1.040303252619889651e+00 1.040301110586386413e+00
1.047139673682599748e+00 1.047142367940626650e+00
1.053703618712023671e+00 1.053701378873130867e+00
1.057383223332697186e+00 1.057381385908912730e+00
1.063439328416364571e+00 1.063441653550749377e+00
1.069128742447446045e+00 1.069126777312445764e+00
1.072257988953711383e+00 1.072256526747286332e+00
1.077301045336273688e+00 1.077302911992942036e+00
1.081897287378458472e+00 1.081895672468299763e+00
1.084355920581981714e+00 1.084354889787581433e+00
1.088192126434835538e+00 1.088193462881550833e+00
1.091518565484044467e+00 1.091517362859069751e+00
1.093212101489631660e+00 1.093211541718487112e+00
1.095694033573220816e+00 1.095694788447873602e+00
1.097622836442281757e+00 1.097622092316271614e+00
1.098486193610983763e+00 1.098486126373895422e+00
1.099518472667219804e+00 1.099518616962024797e+00
1.099975516543559406e+00 1.099975259515185710e+00
1.099975516543559406e+00 1.099975944426250019e+00
1.099518472667219804e+00 1.099518000836765763e+00
1.098486193610983763e+00 1.098486433556440378e+00
1.097622836442281757e+00 1.097623743000279317e+00
1.095694033573220816e+00 1.095692963750296567e+00
1.093212101489631660e+00 1.093212829189234236e+00
1.091518565484044467e+00 1.091519915879720859e+00
1.088192126434835538e+00 1.088190499731118477e+00
1.084355920581981714e+00 1.084357108069178732e+00
1.081897287378458472e+00 1.081899029716058669e+00
1.077301045336273688e+00 1.077298924265944979e+00
1.072257988953711383e+00 1.072259590595202816e+00
1.069128742447446045e+00 1.069130809770498569e+00
1.063439328416364571e+00 1.063436794490434822e+00
1.057383223332697186e+00 1.057385177577472302e+00
1.053703618712023671e+00 1.053705931573879928e+00
1.047139673682599748e+00 1.047136824278233291e+00
1.040303252619889873e+00 1.040305484367619382e+00
1.036214695026834498e+00 1.036217164545847780e+00
1.029028467725446205e+00 1.029025412345134782e+00
1.021674450511224519e+00 1.021676873999023183e+00
1.017334060921199157e+00 1.017336592197236156e+00
1.009801714032956044e+00 1.009798570091004599e+00
1.002212711424584679e+00 1.002215233512074422e+00
9.977872885754153209e-01 9.977897843226160024e-01
9.901982859670439563e-01 9.901951742788293043e-01
9.826659390788009540e-01 9.826684628509189112e-01
9.783255494887755921e-01 9.783279138138656350e-01
9.709715322745537947e-01 9.709685724382801641e-01
9.637853049731655020e-01 9.637877334482027880e-01
9.596967473801102377e-01 9.596988894159916850e-01
9.528603263174002524e-01 9.528576320607302641e-01
9.462963812879764403e-01 9.462986211270257852e-01
9.426167766673028137e-01 9.426186140903317634e-01
9.365606715836354290e-01 9.365583464438280714e-01
9.308712575525540656e-01 9.308732226801816889e-01
9.277420110462886171e-01 9.277434732457509048e-01
9.226989546637263118e-01 9.226970880084214288e-01
9.181027126215416390e-01 9.181043275398992343e-01
9.156440794180183973e-01 9.156451102231875083e-01
9.118078735651644617e-01 9.118065371236867556e-01
9.084814345159554216e-01 9.084826371392427102e-01
9.067878985103684508e-01 9.067884582759262457e-01
9.043059664267790732e-01 9.043052115480740838e-01
9.023771635577183536e-01 9.023779076831980328e-01
9.015138063890163478e-01 9.015138736278983655e-01
9.004815273327803071e-01 9.004813830382111250e-01
9.000244834564405938e-01 9.000247404824265329e-01
9.000244834564405938e-01 9.000240555696711331e-01
9.004815273327803071e-01 9.004819991611311414e-01
9.015138063890163478e-01 9.015135664453669539e-01
9.023771635577182426e-01 9.023762570044345788e-01
9.043059664267790732e-01 9.043070362550865715e-01
9.067878985103684508e-01 9.067871708126495900e-01
9.084814345159554216e-01 9.084800841183481301e-01
9.118078735651644617e-01 9.118095002620185685e-01
9.156440794180182863e-01 9.156428919239500974e-01
9.181027126215416390e-01 9.181009702792415350e-01
9.226989546637263118e-01 9.227010757364428883e-01
9.277420110462885061e-01 9.277404094124188649e-01
9.308712575525540656e-01 9.308691902391478257e-01
9.365606715836354290e-01 9.365632055158880087e-01
9.426167766673028137e-01 9.426148224217335558e-01
9.462963812879764403e-01 9.462940684195397800e-01
9.528603263174002524e-01 9.528631757115912926e-01
9.596967473801102377e-01 9.596945156274675481e-01
9.637853049731655020e-01 9.637828354564536015e-01
9.709715322745537947e-01 9.709745876673522291e-01
9.783255494887754811e-01 9.783231260124499729e-01
9.826659390788008430e-01 9.826659390788008430e-01
9.901982859670439563e-01 9.901982859670439563e-01
9.977872885754153209e-01 9.977872885754153209e-01
